annual_income,debt_to_income,credit_score,employment_years,loan_amount_requested,loan_purpose_consol,loan_purpose_home,zip_income_index,employer_size_score,education_score,label_approved
75399.0,0.215,649.0,0.2,1000.0,1,0,0.38,57.7,63.2,0
86600.0,0.333,701.0,15.0,16263.0,0,0,0.802,26.6,63.5,1
66561.0,0.275,702.0,3.6,11450.0,1,0,0.458,47.2,41.5,1
96810.0,0.369,643.0,4.0,39922.0,0,0,0.121,41.8,91.2,0
64273.0,0.223,597.0,1.4,13990.0,0,1,0.677,75.3,94.3,1
90663.0,0.13,679.0,5.0,19445.0,1,0,0.528,50.6,100.0,0
70668.0,0.359,683.0,6.5,24367.0,0,0,0.2,70.3,68.4,1
29363.0,0.412,660.0,4.0,41461.0,1,0,0.415,80.8,57.0,0
71824.0,0.164,672.0,0.0,13595.0,0,1,0.579,73.4,51.6,1
23528.0,0.382,734.0,5.8,8495.0,0,1,0.652,58.2,44.3,1
87571.0,0.158,624.0,11.8,12859.0,1,0,0.517,43.2,52.9,1
83717.0,0.394,680.0,5.9,3176.0,0,0,0.531,37.3,57.6,1
72091.0,0.287,710.0,8.4,29051.0,0,0,0.434,55.0,46.5,0
67604.0,0.293,674.0,1.3,4431.0,1,0,0.52,79.6,72.8,1
56991.0,0.262,752.0,7.2,18534.0,0,1,0.634,61.4,92.4,1
81319.0,0.397,740.0,4.7,11589.0,0,0,0.668,44.2,90.4,1
110502.0,0.321,655.0,11.0,18375.0,1,0,0.675,48.0,66.1,0
76538.0,0.071,820.0,7.1,24270.0,1,0,0.679,16.7,55.7,1
71185.0,0.324,603.0,8.5,28993.0,0,0,0.742,37.6,77.2,0
96891.0,0.315,598.0,0.0,18423.0,0,1,0.272,81.1,55.5,1
61130.0,0.387,764.0,9.4,5310.0,0,1,0.479,23.1,72.8,1
85563.0,0.175,653.0,10.2,66150.0,0,1,0.159,46.8,53.4,0
62691.0,0.385,552.0,8.9,19135.0,1,0,0.309,24.2,79.0,0
37145.0,0.419,596.0,8.3,22217.0,1,0,0.528,61.7,86.7,0
50083.0,0.253,767.0,6.6,24180.0,0,1,0.662,94.4,100.0,1
80718.0,0.381,632.0,2.1,23518.0,0,1,0.627,100.0,43.0,0
61913.0,0.287,645.0,6.2,40957.0,0,0,0.748,44.2,47.9,1
70890.0,0.33,647.0,15.9,19366.0,1,0,0.477,68.0,64.5,0
33304.0,0.06,627.0,4.0,29603.0,1,0,0.497,2.4,49.0,0
96651.0,0.354,548.0,1.5,1000.0,0,0,0.647,67.7,51.0,1
94433.0,0.286,631.0,3.9,17934.0,0,1,0.78,43.2,42.0,0
49609.0,0.321,672.0,8.5,1949.0,1,0,0.423,52.8,40.2,1
96119.0,0.142,726.0,12.3,26522.0,0,1,0.452,61.9,55.5,1
53927.0,0.331,646.0,4.6,19589.0,0,1,0.348,46.8,51.7,1
93824.0,0.178,569.0,17.0,33019.0,0,0,0.462,23.3,74.9,1
87983.0,0.365,766.0,11.0,2027.0,1,0,0.469,89.2,28.0,0
98157.0,0.273,686.0,5.1,16196.0,0,1,0.875,82.8,40.6,1
45974.0,0.259,680.0,0.0,38265.0,1,0,0.272,78.1,43.5,0
56172.0,0.229,720.0,0.0,35097.0,1,0,0.676,45.1,75.0,1
62745.0,0.222,641.0,11.4,29202.0,0,1,0.499,86.9,34.8,1
75676.0,0.304,743.0,8.4,9121.0,0,0,0.51,65.8,19.2,1
86855.0,0.36,657.0,4.5,5400.0,1,0,0.546,56.6,58.6,1
86066.0,0.341,693.0,12.6,1000.0,1,0,0.355,41.6,32.3,0
35513.0,0.381,721.0,1.0,42649.0,1,0,0.706,18.6,100.0,0
123548.0,0.337,752.0,13.3,1000.0,1,0,0.594,22.3,55.5,1
63909.0,0.365,674.0,9.9,16033.0,0,0,0.612,17.9,70.0,1
61176.0,0.377,616.0,17.0,13076.0,0,0,0.445,25.3,42.4,0
66845.0,0.163,643.0,17.2,31347.0,1,0,0.475,43.6,37.8,1
117353.0,0.276,599.0,13.5,31463.0,0,1,0.447,64.2,75.7,1
38860.0,0.446,642.0,0.4,25263.0,0,1,0.496,22.7,75.0,0
18000.0,0.385,735.0,7.9,22387.0,1,0,0.52,49.5,18.9,0
75279.0,0.298,707.0,8.9,18478.0,1,0,0.474,57.9,52.0,1
57699.0,0.331,720.0,15.2,32560.0,1,0,0.759,21.9,36.4,0
52520.0,0.358,710.0,7.5,13787.0,0,1,0.635,52.0,77.0,1
40593.0,0.323,717.0,4.3,23133.0,1,0,0.325,36.6,42.1,1
75429.0,0.14,643.0,0.4,49230.0,1,0,0.588,44.1,71.5,1
62900.0,0.284,721.0,2.6,21007.0,0,1,0.706,36.6,54.1,1
50202.0,0.05,719.0,0.8,6532.0,1,0,0.452,41.0,82.0,1
93686.0,0.345,731.0,10.0,20780.0,1,0,0.541,45.7,48.6,1
46047.0,0.421,611.0,12.1,23720.0,0,1,0.73,60.5,60.1,1
116303.0,0.399,671.0,7.9,22782.0,0,0,0.288,40.5,75.2,0
43024.0,0.298,781.0,11.0,11111.0,0,0,0.89,80.1,90.0,1
38520.0,0.484,649.0,5.3,1000.0,1,0,0.298,38.9,72.7,1
45941.0,0.322,684.0,4.5,4022.0,0,1,0.33,0.0,61.5,1
53627.0,0.399,690.0,6.3,16113.0,1,0,0.659,51.3,42.6,1
78649.0,0.285,696.0,7.1,8425.0,0,0,0.51,40.1,55.8,1
52105.0,0.302,606.0,6.8,24628.0,1,0,0.586,62.9,47.2,1
69314.0,0.194,613.0,10.3,40131.0,0,1,0.657,52.0,69.2,1
42308.0,0.277,726.0,9.9,25321.0,1,0,0.603,45.8,31.7,0
49231.0,0.379,740.0,5.1,19618.0,0,0,0.62,55.2,63.1,0
46514.0,0.436,654.0,6.8,19225.0,1,0,0.691,50.7,64.5,1
63278.0,0.135,749.0,15.9,20883.0,1,0,0.675,62.2,51.2,1
35675.0,0.224,685.0,2.8,9020.0,0,1,0.443,28.0,69.0,1
51552.0,0.258,691.0,4.7,22558.0,0,1,0.605,61.0,62.5,1
38058.0,0.35,742.0,4.3,44580.0,0,1,0.398,54.4,97.1,1
27711.0,0.336,506.0,6.7,31030.0,0,0,0.639,60.3,68.0,0
81048.0,0.343,619.0,5.2,15914.0,0,0,0.506,0.0,80.1,1
56138.0,0.317,803.0,9.0,40316.0,0,0,0.564,66.6,75.6,1
49770.0,0.378,689.0,9.5,13500.0,0,0,0.85,59.2,52.7,1
61429.0,0.138,731.0,9.2,9649.0,1,0,0.639,63.5,89.8,1
36340.0,0.214,623.0,13.0,21019.0,1,0,0.643,57.9,24.6,1
92655.0,0.189,769.0,4.9,18006.0,0,1,0.455,18.4,48.2,1
121757.0,0.231,620.0,10.7,11881.0,0,0,0.915,60.9,62.2,0
57931.0,0.341,656.0,4.5,17199.0,1,0,0.487,42.5,74.1,1
52655.0,0.257,711.0,6.7,25654.0,1,0,0.627,67.6,66.2,1
69880.0,0.236,719.0,7.2,4178.0,1,0,0.54,34.1,17.5,1
45989.0,0.276,648.0,7.8,1287.0,1,0,0.478,15.1,63.8,1
79191.0,0.101,690.0,8.7,20256.0,0,1,0.577,87.9,80.1,1
83082.0,0.398,756.0,15.7,16680.0,1,0,0.634,65.3,64.7,0
107339.0,0.439,714.0,11.2,21028.0,0,0,0.556,62.5,44.4,0
50142.0,0.349,733.0,15.0,2740.0,0,1,0.75,28.1,45.1,1
24548.0,0.378,698.0,3.9,4688.0,1,0,0.142,79.3,83.9,1
52390.0,0.285,650.0,2.5,33649.0,1,0,0.75,66.4,48.2,1
18000.0,0.43,780.0,9.4,31656.0,1,0,0.277,41.2,48.4,1
37967.0,0.374,645.0,7.8,20425.0,0,1,0.575,26.8,36.3,1
59378.0,0.33,778.0,8.7,1000.0,0,1,0.463,68.2,62.2,1
53216.0,0.181,644.0,5.4,17828.0,1,0,0.671,39.7,73.3,1
63151.0,0.429,675.0,3.1,20080.0,1,0,0.592,83.8,7.8,1
58381.0,0.258,657.0,4.0,14935.0,0,0,0.687,49.5,43.0,1
60819.0,0.46,647.0,4.4,28769.0,0,0,0.296,43.9,82.2,1
69427.0,0.299,739.0,1.5,32044.0,1,0,0.211,59.9,82.1,0
65158.0,0.314,683.0,8.7,10286.0,0,1,0.977,38.3,74.9,1
48241.0,0.349,595.0,4.3,13165.0,0,1,0.451,93.7,51.1,1
74976.0,0.159,704.0,6.9,11940.0,1,0,0.667,68.4,2.6,1
62521.0,0.366,775.0,6.2,3084.0,0,0,0.28,64.3,68.2,1
73086.0,0.15,597.0,5.0,21245.0,0,0,0.777,57.6,53.4,1
84039.0,0.314,652.0,1.9,14784.0,0,1,0.505,61.3,46.5,1
79335.0,0.38,666.0,2.3,31324.0,0,1,0.571,96.5,50.8,1
84081.0,0.259,620.0,9.7,23399.0,1,0,0.366,27.4,92.4,1
73088.0,0.307,682.0,6.3,7819.0,0,0,0.724,60.5,5.7,0
62355.0,0.457,602.0,9.4,18148.0,1,0,0.534,47.9,49.6,0
42378.0,0.189,624.0,0.0,49233.0,0,1,0.719,46.5,64.5,1
124298.0,0.442,500.0,7.7,29857.0,0,1,0.622,26.8,54.2,1
113424.0,0.417,738.0,3.9,8583.0,0,1,0.69,62.8,45.8,0
37596.0,0.293,535.0,7.2,21567.0,1,0,0.815,9.8,56.7,0
73993.0,0.347,710.0,13.3,19936.0,1,0,0.945,36.5,50.1,0
71965.0,0.376,639.0,9.2,15843.0,1,0,0.407,94.7,62.1,0
72387.0,0.243,689.0,2.3,7665.0,0,0,0.419,62.4,77.0,1
81488.0,0.354,587.0,4.8,25211.0,0,1,0.196,39.5,40.0,0
103911.0,0.199,641.0,11.5,19198.0,0,0,0.783,82.3,39.6,0
45656.0,0.293,626.0,10.4,42826.0,1,0,0.766,55.6,20.1,1
77592.0,0.285,637.0,7.5,1727.0,0,0,0.299,27.7,74.4,1
65988.0,0.296,820.0,11.3,19233.0,0,0,0.274,49.3,46.7,1
95250.0,0.411,714.0,14.5,21500.0,0,1,0.488,59.8,81.9,0
64932.0,0.283,742.0,9.9,26775.0,0,0,0.605,2.9,50.9,1
41698.0,0.374,697.0,8.9,18529.0,1,0,0.369,31.1,41.6,1
59823.0,0.289,690.0,12.7,3880.0,1,0,0.433,100.0,56.6,1
21798.0,0.347,535.0,4.1,16703.0,0,1,0.34,57.5,68.4,0
77898.0,0.162,663.0,5.1,22488.0,0,1,0.507,47.1,54.0,1
82617.0,0.314,697.0,13.8,7389.0,0,0,0.557,57.9,71.7,1
53469.0,0.323,583.0,0.0,7118.0,0,1,0.57,58.2,35.3,1
79669.0,0.417,699.0,2.4,15184.0,1,0,0.644,5.2,39.5,0
49337.0,0.326,679.0,0.0,15195.0,0,1,0.801,49.7,67.4,1
48801.0,0.103,810.0,5.1,27033.0,1,0,0.684,22.6,49.9,1
115086.0,0.322,803.0,4.2,22778.0,0,1,0.653,0.4,100.0,1
93030.0,0.183,619.0,4.4,41105.0,0,1,0.491,15.6,46.6,1
78742.0,0.357,554.0,4.5,36897.0,0,0,0.922,70.1,69.1,0
90395.0,0.145,646.0,12.5,9900.0,1,0,0.425,65.0,60.9,1
55101.0,0.189,727.0,5.6,22243.0,1,0,0.631,58.4,38.3,1
48718.0,0.271,591.0,4.7,33824.0,0,0,0.459,0.0,58.2,1
81331.0,0.374,594.0,8.6,58692.0,0,1,0.714,51.8,65.5,1
45556.0,0.378,746.0,5.4,26756.0,0,0,0.799,82.4,75.1,1
34404.0,0.089,820.0,12.5,27711.0,0,1,0.499,56.3,23.9,1
102852.0,0.442,725.0,14.4,10997.0,0,0,0.657,38.9,59.8,1
96239.0,0.275,610.0,5.2,31286.0,1,0,0.433,47.0,86.0,1
75513.0,0.316,732.0,8.4,9391.0,1,0,0.585,57.7,96.0,1
42641.0,0.204,693.0,8.2,38227.0,1,0,0.642,61.3,19.3,0
103084.0,0.427,714.0,4.7,22358.0,0,1,0.553,17.4,75.7,1
83402.0,0.461,660.0,1.7,4787.0,1,0,0.471,46.8,32.6,1
119991.0,0.216,612.0,13.8,25631.0,0,1,0.697,74.3,47.2,1
87513.0,0.24,499.0,4.9,3385.0,0,1,0.574,42.3,57.6,0
74121.0,0.203,714.0,0.5,3928.0,1,0,0.43,34.7,84.2,1
31235.0,0.242,673.0,8.8,20406.0,1,0,0.417,13.6,65.2,1
52130.0,0.268,786.0,15.2,20399.0,0,0,0.544,71.0,29.8,1
89417.0,0.086,588.0,9.7,15770.0,0,0,0.631,58.3,55.5,1
36946.0,0.395,683.0,6.4,32939.0,1,0,0.659,53.0,40.5,1
62410.0,0.454,507.0,3.3,49611.0,0,0,0.603,28.6,48.2,0
82784.0,0.385,677.0,10.6,2577.0,1,0,0.293,64.4,48.3,1
52314.0,0.351,583.0,8.6,12662.0,0,0,0.995,89.2,61.9,1
84682.0,0.199,735.0,13.3,39941.0,0,1,0.447,43.9,77.2,1
38451.0,0.246,668.0,1.5,21892.0,0,1,0.541,60.7,30.7,0
18000.0,0.495,754.0,0.0,15752.0,0,1,0.468,49.7,31.5,0
96948.0,0.185,662.0,10.3,17397.0,0,0,0.554,54.4,23.1,1
76336.0,0.339,764.0,7.9,24042.0,1,0,0.609,30.4,77.6,1
110356.0,0.333,638.0,12.4,14717.0,1,0,0.445,53.6,43.3,1
85940.0,0.144,703.0,0.0,26458.0,0,0,0.61,41.9,43.8,1
38732.0,0.394,576.0,9.4,22280.0,1,0,0.467,88.9,16.0,0
51832.0,0.241,527.0,0.0,6929.0,0,0,0.698,23.3,70.2,1
76941.0,0.417,698.0,0.7,19952.0,0,0,0.46,55.2,31.2,0
74792.0,0.414,697.0,9.9,35923.0,0,0,0.541,65.5,43.9,1
120246.0,0.164,802.0,6.0,22495.0,1,0,0.515,66.5,61.8,1
62784.0,0.21,622.0,10.2,40691.0,1,0,0.765,41.4,51.6,1
128001.0,0.23,549.0,0.9,47947.0,0,0,0.509,60.6,28.1,0
18000.0,0.36,777.0,13.2,15560.0,0,1,0.246,63.7,82.2,1
70820.0,0.37,820.0,6.2,35412.0,0,0,0.498,57.7,54.0,1
69339.0,0.337,820.0,3.2,30023.0,0,1,0.656,29.4,61.8,1
39115.0,0.297,738.0,10.3,8867.0,1,0,0.478,51.9,60.1,1
56158.0,0.197,677.0,14.1,11113.0,1,0,0.351,50.2,47.2,1
101627.0,0.227,578.0,9.2,36083.0,0,1,0.953,45.0,69.5,0
73054.0,0.163,720.0,12.7,12804.0,1,0,0.566,45.0,27.5,1
90169.0,0.228,588.0,12.3,35296.0,0,0,0.447,67.9,29.6,1
77765.0,0.35,595.0,0.0,6663.0,0,1,0.39,40.1,38.3,1
90912.0,0.379,744.0,13.2,26081.0,0,1,0.435,54.6,36.4,1
84241.0,0.266,677.0,6.4,31637.0,0,1,0.53,46.8,75.4,1
57510.0,0.165,575.0,9.0,19447.0,0,1,0.127,70.7,47.8,1
64497.0,0.268,724.0,3.8,9005.0,0,1,0.525,66.6,24.2,1
45052.0,0.304,658.0,6.1,16996.0,0,0,0.332,60.9,47.9,1
75827.0,0.45,763.0,6.3,17248.0,0,1,0.517,91.7,31.6,1
93037.0,0.282,693.0,4.0,21230.0,0,1,0.717,35.1,56.2,1
133537.0,0.125,794.0,8.6,35332.0,0,1,0.512,56.2,36.6,1
42068.0,0.315,709.0,4.5,6441.0,1,0,0.478,43.5,25.8,1
58933.0,0.374,698.0,1.1,10863.0,0,0,0.925,34.1,48.4,1
63038.0,0.226,695.0,0.0,36845.0,1,0,0.51,59.1,41.4,1
100877.0,0.232,653.0,6.8,26796.0,1,0,0.552,47.2,64.8,0
107377.0,0.216,575.0,0.0,1000.0,1,0,0.169,60.1,70.8,0
47348.0,0.377,663.0,1.5,32753.0,0,0,0.353,37.0,74.2,0
45677.0,0.261,586.0,12.8,34748.0,1,0,0.895,74.4,69.6,1
85327.0,0.324,693.0,7.3,18477.0,0,1,0.45,57.9,72.5,1
84322.0,0.438,697.0,7.2,27935.0,0,1,0.617,75.1,51.7,1
79333.0,0.229,590.0,11.7,10404.0,0,0,0.458,15.8,46.7,1
92663.0,0.27,636.0,7.4,37618.0,1,0,0.448,64.8,87.0,1
75945.0,0.292,815.0,7.3,22599.0,1,0,0.63,84.6,48.8,1
85496.0,0.398,731.0,6.4,33459.0,1,0,0.332,41.5,64.3,1
70478.0,0.325,611.0,6.8,2408.0,0,1,0.533,40.2,37.0,0
96229.0,0.322,750.0,3.2,29740.0,1,0,0.261,29.0,46.4,1
47190.0,0.323,676.0,4.5,38098.0,0,1,0.488,58.1,16.0,1
95574.0,0.112,642.0,2.7,17368.0,1,0,0.363,47.3,43.0,1
55983.0,0.48,586.0,3.7,20342.0,1,0,0.542,35.3,62.1,0
65981.0,0.317,644.0,10.1,56164.0,1,0,0.916,29.3,56.5,1
89812.0,0.121,759.0,5.0,32763.0,1,0,0.496,43.1,79.0,1
54729.0,0.218,692.0,2.3,32242.0,0,1,1.0,87.3,59.1,1
23625.0,0.306,628.0,3.4,11852.0,0,0,0.61,20.3,40.6,0
86532.0,0.256,716.0,4.8,15969.0,1,0,0.533,90.5,33.5,1
112096.0,0.129,679.0,7.9,17462.0,1,0,0.34,69.6,59.3,1
29279.0,0.233,694.0,6.7,25098.0,0,1,0.762,42.9,75.9,1
25489.0,0.35,667.0,7.3,47350.0,1,0,0.476,59.1,81.4,1
28195.0,0.426,720.0,0.0,8687.0,1,0,0.689,36.8,37.5,1
45757.0,0.205,765.0,8.6,6820.0,1,0,0.231,26.5,53.7,1
75076.0,0.299,805.0,0.8,1000.0,0,0,0.449,46.3,42.6,1
43732.0,0.225,744.0,8.1,11423.0,0,0,0.295,51.2,55.7,1
56614.0,0.37,719.0,12.5,3804.0,1,0,0.379,4.1,68.5,0
18000.0,0.228,496.0,0.0,7457.0,0,1,0.515,41.4,48.0,0
58629.0,0.264,707.0,0.5,24377.0,0,0,0.479,47.7,46.2,1
79383.0,0.191,645.0,9.1,19702.0,1,0,0.423,56.4,41.5,1
25144.0,0.301,750.0,0.0,27472.0,1,0,0.817,39.6,86.9,1
86445.0,0.412,629.0,7.9,15207.0,0,1,0.499,39.4,63.1,1
60735.0,0.274,672.0,8.9,22754.0,0,1,0.715,28.0,69.9,1
67371.0,0.231,612.0,4.8,24315.0,1,0,0.455,50.7,53.1,1
29941.0,0.385,630.0,12.2,21803.0,0,0,0.454,86.3,68.9,1
73804.0,0.133,569.0,0.8,24372.0,1,0,0.443,12.8,67.0,1
79496.0,0.326,706.0,13.4,29369.0,0,0,0.471,32.7,38.6,1
46937.0,0.236,820.0,9.5,32484.0,0,0,0.671,40.1,62.7,1
84525.0,0.165,584.0,6.9,9818.0,0,1,0.514,64.2,22.0,1
113711.0,0.248,764.0,4.6,22321.0,1,0,0.454,42.8,66.3,1
72283.0,0.346,669.0,11.8,29623.0,0,1,0.472,82.3,85.7,1
81888.0,0.303,555.0,9.1,1357.0,0,0,0.443,78.5,67.7,1
52705.0,0.404,553.0,6.5,11066.0,0,0,0.793,57.3,88.5,1
57096.0,0.292,668.0,8.6,34240.0,0,1,0.501,18.6,45.6,1
92286.0,0.39,687.0,7.6,10090.0,0,0,0.409,68.5,32.5,1
79669.0,0.431,679.0,12.9,20276.0,0,1,0.573,32.7,24.1,1
65679.0,0.386,820.0,11.0,19363.0,1,0,0.304,23.6,14.2,1
113032.0,0.4,714.0,8.0,23220.0,0,1,0.913,81.1,62.3,0
106268.0,0.276,648.0,9.5,22601.0,1,0,0.497,53.7,28.7,1
42834.0,0.444,654.0,15.6,1996.0,0,0,0.707,63.6,69.2,1
77832.0,0.206,686.0,0.0,30540.0,0,0,0.707,67.0,58.5,0
55182.0,0.148,650.0,4.9,16545.0,1,0,0.738,59.6,68.7,1
78150.0,0.39,721.0,6.4,20513.0,0,1,0.624,55.0,63.1,1
96739.0,0.213,682.0,2.4,9327.0,1,0,0.694,62.3,66.2,0
52472.0,0.346,676.0,2.8,17940.0,1,0,0.477,53.0,61.7,1
99791.0,0.1,624.0,5.7,14215.0,1,0,0.237,60.8,64.8,1
66197.0,0.123,656.0,7.1,27686.0,0,1,0.534,82.0,79.1,1
18733.0,0.185,751.0,8.2,39874.0,0,1,0.636,28.5,44.3,1
64816.0,0.28,726.0,5.0,33105.0,0,0,0.632,59.9,61.3,0
35723.0,0.372,694.0,16.5,18872.0,0,0,0.407,1.0,87.6,1
85588.0,0.364,700.0,12.3,4640.0,0,0,0.5,24.6,45.6,1
69642.0,0.215,675.0,1.1,34528.0,0,1,0.74,65.7,37.4,1
102883.0,0.454,816.0,3.8,12662.0,0,1,0.596,23.7,40.2,1
92502.0,0.167,607.0,5.4,47586.0,0,1,0.491,100.0,85.6,1
44610.0,0.485,706.0,11.7,5970.0,0,1,0.391,50.1,66.6,1
72428.0,0.283,820.0,19.9,8171.0,0,1,0.864,64.5,73.4,1
76308.0,0.301,732.0,8.1,32001.0,0,1,0.539,38.3,73.6,1
92872.0,0.396,818.0,3.8,13195.0,0,1,0.692,45.0,72.1,1
26361.0,0.195,617.0,3.1,2186.0,1,0,0.551,42.0,43.6,1
18227.0,0.402,637.0,14.0,38126.0,0,0,0.34,100.0,74.5,0
74865.0,0.306,593.0,5.9,16677.0,1,0,0.763,47.4,78.3,1
47267.0,0.387,749.0,3.5,36278.0,0,1,0.69,48.1,81.1,1
78355.0,0.3,675.0,15.6,25364.0,0,1,0.354,82.3,64.5,0
61558.0,0.24,696.0,8.7,29116.0,0,1,0.473,40.8,50.7,1
53884.0,0.489,744.0,7.4,40329.0,0,0,0.685,66.4,77.3,1
61267.0,0.071,685.0,1.9,12531.0,1,0,0.424,74.5,66.9,1
93754.0,0.39,770.0,6.9,26631.0,0,1,0.589,49.3,50.9,1
61846.0,0.254,642.0,0.0,21339.0,0,0,0.303,10.9,75.6,1
78319.0,0.358,757.0,2.7,6310.0,0,1,0.867,87.4,79.1,1
47699.0,0.367,687.0,1.4,22627.0,0,0,0.478,27.7,53.3,0
47611.0,0.345,676.0,8.9,23932.0,1,0,0.708,42.7,100.0,1
109737.0,0.224,731.0,9.7,22788.0,1,0,0.474,67.4,58.0,1
74050.0,0.434,615.0,2.9,22623.0,0,0,0.736,76.1,69.5,1
69863.0,0.259,623.0,13.0,6534.0,0,0,0.602,94.2,89.8,1
66519.0,0.258,650.0,12.6,12498.0,1,0,0.613,67.4,61.1,0
99482.0,0.083,663.0,4.1,1764.0,0,0,0.562,32.1,56.2,1
59875.0,0.459,802.0,10.6,18807.0,1,0,0.737,8.5,34.0,1
62492.0,0.168,696.0,15.0,22442.0,1,0,0.488,37.7,55.2,1
80923.0,0.282,726.0,9.4,20444.0,0,0,0.536,82.0,77.5,1
109257.0,0.222,679.0,7.5,34254.0,1,0,0.604,35.1,57.1,1
87139.0,0.412,753.0,3.6,38950.0,0,0,0.582,72.1,58.1,1
42714.0,0.252,514.0,11.5,18859.0,1,0,0.309,19.6,68.6,0
37644.0,0.435,743.0,0.0,1000.0,0,1,0.472,60.8,62.0,0
48998.0,0.534,758.0,0.0,18034.0,1,0,0.516,40.1,58.6,0
68206.0,0.365,698.0,6.4,20384.0,0,1,0.713,74.2,85.2,1
53954.0,0.226,808.0,12.6,17749.0,0,1,0.589,42.6,80.0,1
64290.0,0.295,566.0,19.8,25755.0,1,0,0.535,83.6,38.0,0
84938.0,0.261,740.0,15.4,1000.0,0,0,0.369,13.2,79.4,1
33884.0,0.467,566.0,11.7,30823.0,0,1,0.345,80.1,34.6,0
97650.0,0.378,744.0,7.0,9716.0,1,0,0.571,81.5,94.0,1
59471.0,0.121,701.0,0.7,28366.0,0,1,0.678,16.6,34.9,1
20271.0,0.351,769.0,13.3,23906.0,1,0,0.576,68.8,82.6,0
38254.0,0.347,670.0,3.6,21942.0,0,1,0.557,83.2,20.2,1
86723.0,0.278,565.0,4.9,42255.0,0,0,0.591,83.9,55.9,1
48303.0,0.245,627.0,10.4,20261.0,0,0,0.83,70.0,77.7,1
119254.0,0.185,748.0,10.7,1000.0,0,1,0.608,17.3,31.1,1
83543.0,0.367,709.0,4.5,16408.0,0,1,0.607,33.4,68.0,1
45366.0,0.393,697.0,4.5,19379.0,0,1,0.674,38.0,63.6,1
61885.0,0.239,682.0,0.0,10695.0,0,1,0.562,82.9,23.7,1
102996.0,0.418,810.0,0.0,11595.0,1,0,0.621,18.2,13.3,1
117030.0,0.19,674.0,3.2,20166.0,1,0,0.54,59.3,100.0,1
58398.0,0.208,635.0,6.1,24616.0,0,0,0.478,41.9,80.7,1
79540.0,0.596,653.0,1.6,26190.0,0,1,0.64,11.5,88.3,1
62492.0,0.05,442.0,13.8,16928.0,0,1,0.622,70.0,69.1,1
115814.0,0.449,648.0,0.0,28249.0,0,1,0.866,94.5,49.9,1
100229.0,0.324,666.0,4.8,24779.0,1,0,0.355,49.6,49.7,1
79268.0,0.244,602.0,3.4,8816.0,1,0,0.628,58.6,56.0,0
69643.0,0.437,728.0,9.2,16154.0,0,1,0.605,53.6,31.8,1
68019.0,0.293,706.0,11.4,15090.0,1,0,0.415,49.7,41.1,1
50071.0,0.376,690.0,9.5,33580.0,0,0,0.544,50.1,45.1,0
54066.0,0.299,742.0,9.4,9689.0,0,1,0.485,77.8,35.9,1
43081.0,0.203,680.0,11.1,19518.0,1,0,0.789,44.4,1.6,0
47911.0,0.265,726.0,7.3,21865.0,1,0,0.8,46.2,47.6,1
67318.0,0.275,742.0,11.3,25898.0,0,1,0.486,65.8,100.0,1
46995.0,0.333,731.0,1.7,9791.0,1,0,0.524,78.8,99.8,0
57306.0,0.224,696.0,10.0,20617.0,1,0,0.714,32.0,38.1,1
96220.0,0.294,672.0,2.2,35793.0,0,0,0.697,0.0,66.1,0
67629.0,0.437,770.0,11.8,22022.0,1,0,0.666,78.7,54.1,1
87790.0,0.536,710.0,6.3,14013.0,0,1,0.677,51.5,24.1,1
61475.0,0.194,633.0,5.2,28725.0,0,1,0.39,33.6,31.8,0
83508.0,0.199,642.0,8.0,27731.0,0,1,0.563,54.5,75.0,1
83260.0,0.26,741.0,7.0,22969.0,1,0,0.874,58.0,54.1,1
135522.0,0.204,799.0,0.2,22423.0,0,1,0.567,55.9,76.8,1
113010.0,0.28,694.0,3.0,24671.0,0,0,0.868,54.1,40.9,1
49503.0,0.173,693.0,0.0,1000.0,0,1,0.604,25.5,32.4,1
76902.0,0.369,691.0,8.6,21958.0,0,1,0.643,48.7,20.6,1
100880.0,0.293,631.0,4.8,27166.0,1,0,0.481,68.7,28.2,1
44036.0,0.359,727.0,8.4,6532.0,0,1,0.824,28.1,48.5,1
83675.0,0.355,647.0,12.1,26144.0,0,1,0.657,0.1,60.9,1
88959.0,0.385,688.0,3.8,29818.0,1,0,0.359,72.3,37.9,0
80371.0,0.29,751.0,6.9,1000.0,1,0,0.563,42.2,40.1,1
36094.0,0.248,719.0,1.7,32766.0,0,0,0.529,56.2,3.3,1
33188.0,0.345,820.0,16.3,28618.0,1,0,0.709,26.4,77.3,1
85127.0,0.383,758.0,14.5,14771.0,0,1,0.601,36.5,34.3,1
55669.0,0.218,696.0,0.8,1000.0,1,0,0.246,42.1,48.1,1
75762.0,0.275,499.0,1.6,23892.0,0,1,0.616,31.7,61.3,0
80505.0,0.371,685.0,10.0,17683.0,0,1,0.847,89.8,39.2,0
65644.0,0.295,568.0,10.2,6639.0,0,0,0.43,79.5,35.2,1
88082.0,0.215,717.0,15.9,15606.0,1,0,0.384,34.8,19.5,1
57227.0,0.05,758.0,2.8,6921.0,0,0,0.841,32.6,92.4,1
50713.0,0.351,632.0,2.0,11852.0,1,0,0.79,16.5,92.1,0
18000.0,0.416,600.0,1.7,20736.0,0,1,0.396,32.4,77.7,1
77221.0,0.35,758.0,11.1,14131.0,1,0,0.661,33.7,49.4,0
89355.0,0.322,786.0,16.3,48058.0,1,0,0.756,70.3,24.0,0
